コード,名称,市場,セクター,時価総額,発行株式数,株価,配当金,業種別PER,EPS,BPR
6286,靜甲,JQS,機械,5511,6483323,850,16.00,16.8,91.75,2077.12
6287,サトーホールディングス,東証一部,機械,92925,34921242,2661,65.00,16.8,107.38,1564.29
6289,技研製作所,東証一部,機械,91749,27144728,3380,60.00,16.8,151.22,1195.05
6291,日本エアーテック,東証一部,機械,7710,9060500,851,15.00,16.8,39.30,1039.16
6292,カワタ,東証二部,機械,6886,7210000,955,12.00,16.8,55.07,1049.59
6293,日精樹脂工業,東証一部,機械,31582,22272000,1418,23.00,16.8,85.05,1547.06
6294,オカダアイヨン,東証一部,機械,13735,7228700,1900,24.00,16.8,117.33,1073.02
6295,富士変速機,名証二部,機械,5656,17955000,315,6.00,16.8,10.05,568.94
6297,鉱研工業,JQS,機械,5938,8970111,662,8.00,16.8,22.30,379.63
6298,ワイエイシイホールディングス,東証一部,機械,10619,9706877,1094,20.00,16.8,112.00,1527.64
6299,神鋼環境ソリューション,東証二部,機械,30773,16120000,1909,45.00,16.8,117.90,1419.34
6300,アピックヤマダ,東証二部,機械,7665,12969000,591,0.00,16.8,60.39,261.81
6301,小松製作所,東証一部,機械,3401887,971967660,3500,58.00,16.8,97.56,1696.26
6302,住友重機械工業,東証一部,機械,579499,122905481,4715,80.00,16.8,261.11,3245.91
6303,ササクラ,東証二部,機械,8670,3531400,2455,35.00,16.8,-160.57,6835.45
6305,日立建機,東証一部,機械,787321,215115038,3660,-,16.8,84.64,1929.66
6306,日工,東証一部,機械,18491,8439479,2191,55.00,16.8,193.18,3774.39
6307,サンセイ,東証二部,機械,2517,8987700,280,8.00,16.8,33.44,351.30
6309,巴工業,東証一部,機械,23752,10533200,2255,45.00,16.8,151.33,2601.52
6310,井関農機,東証一部,機械,54543,22984993,2373,30.00,16.8,128.39,2983.91
6312,フロイント産業,JQS,機械,28226,18400000,1534,20.00,16.8,81.19,726.74
6314,石井工作研究所,JQS,機械,2855,7800000,366,0.00,16.8,19.94,654.29
6315,TOWA,東証一部,機械,47817,25021832,1911,16.00,16.8,113.95,1003.76
6316,丸山製作所,東証一部,機械,9415,5029332,1872,30.00,16.8,91.66,2982.68
6317,北川鉄工所,東証一部,機械,27736,9650803,2874,60.00,16.8,275.29,3370.89
6319,シンニッタン,東証一部,鉄鋼,20185,27500000,734,-,20.7,48.85,1196.32
6322,タクミナ,東証二部,機械,14808,7728540,1916,33.00,16.8,108.54,788.81
6323,ローツェ,東証一部,機械,49657,17640000,2815,20.00,16.8,174.23,933.77
6324,ハーモニック・ドライブ・システムズ,JQS,機械,524911,94749300,5540,24.00,16.8,79.70,642.11
6325,タカキタ,東証一部,機械,8946,14000000,639,10.00,16.8,50.31,472.95
6326,クボタ,東証一部,機械,2526369,1241154216,2035.5,-,16.8,111.40,997.09
6327,北川精機,JQS,機械,4154,7649600,543,0.00,16.8,36.61,164.81
6328,荏原実業,東証一部,機械,11503,6715000,1713,45.00,16.8,149.09,1768.52
6330,東洋エンジニアリング,東証一部,建設,50820,38558507,1318,15.00,12.9,52.17,1382.43
6331,三菱化工機,東証一部,機械,19001,7913950,2401,50.00,16.8,290.92,2352.20
6332,月島機械,東証一部,機械,59907,45625800,1313,17.00,16.8,61.19,1385.08
6333,帝国電機製作所,東証一部,機械,23991,20400138,1176,16.00,16.8,62.04,1219.91
6334,明治機械,東証二部,機械,5850,11402636,513,4.00,16.8,45.05,184.03
6335,東京機械製作所,東証一部,機械,5552,9027920,615,0.00,16.8,32.07,858.10
6336,石井表記,東証二部,機械,11275,8176452,1379,0.00,16.8,115.66,276.70
6337,テセック,JQS,機械,9650,5778695,1670,20.00,16.8,63.73,1518.20
6338,タカトリ,東証二部,機械,4596,5491490,837,10.00,16.8,43.40,836.20
6339,新東工業,東証一部,機械,69754,54580928,1278,20.00,16.8,84.52,1673.91
6340,澁谷工業,東証一部,機械,114148,28149877,4055,40.00,16.8,234.92,1870.62
6342,太平製作所,東証二部,機械,3908,1500000,2605,-,16.8,301.78,2897.50
6343,フリージア・マクロス,東証二部,機械,11275,450993208,25,0.05,16.8,1.22,14.49
6345,アイチコーポレーション,東証一部,機械,64119,79453250,807,18.00,16.8,72.14,725.50
6346,キクカワエンタープライズ,東証二部,機械,3722,13200000,282,4.00,16.8,15.95,660.36
6347,プラコー,JQS,機械,3285,27152585,121,0.00,16.8,5.72,25.79
6349,小森コーポレーション,東証一部,機械,90199,62292340,1448,40.00,16.8,27.48,2234.76
6351,鶴見製作所,東証一部,機械,53627,27829486,1927,24.00,16.8,135.79,2126.08
6355,住友精密工業,東証一部,機械,19300,53167798,363,5.00,16.8,3.78,587.00
6356,日本ギア工業,東証二部,機械,7111,14280000,498,4.00,16.8,30.30,528.47
6357,三精テクノロジーズ,東証二部,機械,18172,19332057,940,25.00,16.8,73.32,1493.43
6358,酒井重工業,東証一部,機械,15177,4275317,3550,80.00,16.8,330.32,4923.20
6360,東京自働機械製作所,東証二部,機械,2301,1452000,1585,40.00,16.8,125.06,2613.08
6361,荏原製作所,東証一部,機械,397873,101757853,3910,45.00,16.8,-,2636.04
6362,石井鐵工所,東証一部,機械,6792,3784000,1795,50.00,16.8,108.51,2398.05
6363,酉島製作所,東証一部,機械,34821,29889079,1165,18.00,16.8,66.39,1201.45
6364,北越工業,東証一部,機械,32428,30165418,1075,24.00,16.8,86.81,752.80
6365,電業社機械製作所,東証二部,機械,9143,4776900,1914,55.00,16.8,179.36,3855.49
6366,千代田化工建設,東証一部,建設,165827,260324529,637,6.00,12.9,19.31,591.69
6367,ダイキン工業,東証一部,機械,3504178,293113973,11955,130.00,16.8,547.22,4009.29
6368,オルガノ,東証一部,機械,32243,11589925,2782,50.00,16.8,173.70,4156.69
6369,トーヨーカネツ,東証一部,機械,38958,9703074,4015,100.00,16.8,210.43,3700.20
6370,栗田工業,東証一部,機械,387529,116200694,3335,52.00,16.8,115.67,1976.98
6371,椿本チエイン,東証一部,機械,174372,191406969,911,23.00,16.8,76.61,823.91
6373,大同工業,東証一部,機械,15736,9434201,1668,35.00,16.8,201.85,2314.20
6376,日機装,東証一部,精密機器,76738,74286464,1033,16.00,21.6,63.23,913.85
6378,木村化工機,東証一部,機械,8899,20600000,432,5.00,16.8,30.41,441.54
6379,新興プランテック,東証一部,建設,43995,46310892,950,30.00,12.9,64.90,857.64
6380,オリエンタルチエン工業,東証二部,機械,1907,14672333,130,0.00,16.8,4.24,94.63
6381,アネスト岩田,東証一部,機械,46463,41745505,1113,19.00,16.8,64.69,639.21
6382,トリニティ工業,東証二部,機械,16216,18220000,890,28.00,16.8,90.64,1215.54
6383,ダイフク,東証一部,機械,641536,123610077,5190,52.00,16.8,172.44,1156.26
6384,昭和真空,JQS,機械,13368,6499000,2057,40.00,16.8,182.99,1166.71
6387,サムコ,東証一部,機械,8357,8042881,1039,20.00,16.8,39.21,995.95
6390,加藤製作所,東証一部,機械,37873,11743587,3225,95.00,16.8,256.01,4590.50
6391,加地テック,東証二部,機械,4927,1718000,2868,60.00,16.8,181.19,3397.91
6392,ヤマダコーポレーション,東証二部,機械,5863,2400000,2443,67.50,16.8,242.23,3137.34
6393,油研工業,東証一部,機械,11687,4510676,2591,70.00,16.8,237.15,3657.70
6395,タダノ,東証一部,機械,182466,129500355,1409,26.00,16.8,86.87,1120.26
6396,宇野澤組鐵工所,東証二部,機械,2803,1120000,2503,-,16.8,90.51,1501.52
6400,不二精機,JQS,機械,2789,9054000,308,3.00,16.8,21.90,134.44
6402,兼松エンジニアリング,東証二部,機械,7317,5564000,1315,34.00,16.8,104.34,801.79
6403,水道機工,JQS,機械,8429,4295968,1962,40.00,16.8,167.87,2346.65
6405,鈴茂器工,JQS,機械,15392,6060000,2540,15.00,16.8,141.98,1579.44
6406,フジテック,東証一部,機械,143276,93767317,1528,35.00,16.8,111.64,1137.94
6407,CKD,東証一部,機械,163453,68909449,2372,32.00,16.8,132.44,1169.48
6408,小倉クラッチ,JQS,機械,8357,15533232,538,-,16.8,32.72,1069.62
6409,キトー,東証一部,機械,37110,27048200,1372,30.00,16.8,123.08,1004.42
6411,中野冷機,JQS,機械,35368,8954000,3950,12.00,16.8,249.03,4707.23
6412,平和,東証一部,機械,223373,99809060,2238,80.00,16.8,211.16,2191.86
6413,理想科学工業,東証一部,機械,98321,47406332,2074,60.00,16.8,80.50,1672.20
6414,川重冷熱工業,JQS,機械,15315,8415000,1820,12.00,16.8,54.83,587.70
6416,桂川電機,JQS,機械,2655,15525000,171,0.00,16.8,0.98,531.48
6417,SANKYO,東証一部,機械,337783,89597500,3770,150.00,16.8,71.45,4114.40
6418,日本金銭機械,東証一部,機械,35091,29662851,1183,17.00,16.8,37.31,1071.01
6419,マースエンジニアリング,東証一部,機械,52620,22720000,2316,70.00,16.8,161.68,3048.99
6420,福島工業,東証一部,機械,94112,22066160,4265,35.00,16.8,243.15,2111.70
6424,高見沢サイバネティックス,JQS,機械,4290,4525000,948,10.00,16.8,61.38,550.02
6425,ユニバーサルエンターテインメント,JQS,機械,304741,80195000,3800,-,16.8,-,2951.32
6428,オーイズミ,東証一部,機械,12443,22500000,553,9.00,16.8,29.78,669.96
6430,ダイコク電機,東証一部,機械,26212,14783900,1773,40.00,16.8,54.12,1919.82
6432,竹内製作所,東証一部,機械,112747,48999000,2301,32.00,16.8,184.53,1342.56
6433,ヒーハイスト精工,JQS,機械,3710,6245000,594,2.00,16.8,13.94,511.77
6436,アマノ,東証一部,機械,207666,76657829,2709,52.00,16.8,123.60,1276.58
6439,中日本鋳工,名証二部,機械,2289,1911000,1198,30.00,16.8,89.80,1934.30
6440,JUKI,東証一部,機械,48516,29874179,1624,20.00,16.8,119.47,971.24
6444,サンデンホールディングス,東証一部,機械,60960,28066313,2172,0.00,16.8,72.39,1637.10
6445,蛇の目ミシン工業,東証一部,機械,15110,19521444,774,10.00,16.8,93.11,1208.89
6448,ブラザー工業,東証一部,電気機器,725040,262220530,2765,48.00,22.4,177.16,1384.53
6454,マックス,東証一部,機械,77617,49500626,1568,42.00,16.8,94.38,1356.05
6455,モリタホールディングス,東証一部,輸送用機器,87785,46918542,1871,24.00,16.9,119.37,1217.35
6457,グローリー,東証一部,機械,292399,68638210,4260,62.00,16.8,203.32,2935.86
6458,新晃工業,東証一部,機械,47458,27212263,1744,36.00,16.8,153.22,1290.21
6459,大和冷機工業,東証一部,機械,64129,51717215,1240,10.00,16.8,83.35,1152.29
6460,セガサミーホールディングス,東証一部,機械,434753,266229476,1633,40.00,16.8,46.93,1353.20
6461,日本ピストンリング,東証一部,機械,20517,8374157,2450,70.00,16.8,255.32,3573.89
6462,リケン,東証一部,機械,63039,10648466,5920,150.00,16.8,406.81,6777.21
6463,TPR,東証一部,機械,139944,36068099,3880,52.00,16.8,352.79,2586.58
6464,ツバキ・ナカシマ,東証一部,機械,96613,40255600,2400,64.00,16.8,93.61,1139.63
6465,ホシザキ,東証一部,機械,748050,72415250,10330,70.00,16.8,332.81,2668.40
6466,東亜バルブエンジニアリング,東証二部,機械,3375,2678600,1260,-,16.8,39.69,3183.36
6467,ニチダイ,JQS,機械,5115,9053300,565,16.00,16.8,48.61,1067.80
6469,放電精密加工研究所,JQS,機械,8223,7407800,1110,15.00,16.8,31.89,951.06
6470,大豊工業,東証一部,機械,49428,29075457,1700,43.00,16.8,138.34,2120.66
6471,日本精工,東証一部,機械,857222,551268104,1555,38.00,16.8,105.98,902.60
6472,NTN,東証一部,機械,266232,532463527,500,15.00,16.8,18.83,448.25
6473,ジェイテクト,東証一部,機械,569512,343286307,1659,42.00,16.8,122.46,1468.92
6474,不二越,東証一部,機械,164218,249193436,659,10.00,16.8,36.21,428.16
6478,ダイベア,東証二部,機械,7182,8736727,822,22.00,16.8,74.66,1285.52
6479,ミネベアミツミ,東証一部,電気機器,820422,427080606,1921,20.00,22.4,119.98,794.65
6480,日本トムソン,東証一部,機械,46085,73501425,627,13.00,16.8,30.61,820.45
6481,THK,東証一部,機械,528735,133856903,3950,-,16.8,-,2009.99
6482,ユーシン精機,東証一部,機械,56308,17819033,3160,33.00,16.8,108.65,1445.16
6484,KVK,JQS,機械,13408,8338078,1608,44.00,16.8,182.35,2120.60
6485,前澤給装工業,東証一部,機械,21996,12000000,1833,37.00,16.8,126.75,2709.23
6486,イーグル工業,東証一部,機械,104939,49757821,2109,45.00,16.8,167.76,1462.37
6488,ヨシタケ,JQS,機械,7504,6967473,1077,32.00,16.8,106.54,1562.05
6489,前澤工業,東証一部,機械,8720,21425548,407,8.00,16.8,42.54,829.84
6490,日本ピラー工業,東証一部,機械,42071,25042406,1680,34.00,16.8,134.98,1519.85
6492,岡野バルブ製造,東証二部,機械,5101,1793000,2845,20.00,16.8,120.98,5268.63
6493,日鍛バルブ,東証二部,輸送用機器,12751,28978860,440,12.00,16.9,46.74,826.65
6494,NFKホールディングス,JQS,機械,2703,30713342,88,0.00,16.8,1.30,85.27
6495,宮入バルブ製作所,東証二部,機械,9379,48849935,192,1.00,16.8,3.31,83.30
6496,中北製作所,東証二部,機械,13051,19164000,681,24.00,16.8,55.32,1113.71
6497,ハマイ,JQS,機械,8204,7424140,1105,25.00,16.8,78.78,1841.16
6498,キッツ,東証一部,機械,101344,110396511,918,16.00,16.8,62.84,730.27
6501,日立製作所,東証一部,電気機器,4145178,4833463387,857.6,-,22.4,62.07,624.09
6502,東芝,東証二部,電気機器,1419597,4237602026,335,-,22.4,54.33,-119.11
6503,三菱電機,東証一部,電気機器,4096861,2147201551,1908,-,22.4,109.50,961.58
6504,富士電機,東証一部,電気機器,507610,746484957,680,-,22.4,40.60,416.67
6505,東洋電機製造,東証一部,電気機器,19334,9735000,1986,30.00,22.4,158.83,2544.81
6506,安川電機,東証一部,電気機器,1076096,266690497,4035,30.00,22.4,-,773.64
6507,シンフォニアテクノロジー,東証一部,電気機器,65685,148945611,441,7.00,22.4,32.96,234.06
6508,明電舎,東証一部,電気機器,100161,227637704,440,-,22.4,28.65,310.16
6513,オリジン電気,東証一部,電気機器,13360,6699986,1994,35.00,22.4,52.52,3230.15
6516,山洋電気,東証一部,電気機器,79779,12972187,6150,90.00,22.4,400.73,4848.40
6517,デンヨー,東証一部,電気機器,42999,22859660,1881,30.00,22.4,148.33,2415.81
6518,三相電機,JQS,電気機器,5577,4571600,1220,14.00,22.4,117.61,1733.69
6531,リファインバース,東証マザ,サービス,8225,2989950,2751,0.00,25.0,88.97,272.25
6532,ベイカレント・コンサルティング,東証マザ,サービス,33291,15470000,2152,40.00,25.0,163.24,895.89
6533,Orchestraホールディングス,東証マザ,サービス,5361,2114700,2535,0.00,25.0,116.61,308.88
6534,D.A.コンソーシアムホールディングス,東証二部,サービス,123020,71481422,1721,-,25.0,65.08,300.37
6535,アイモバイル,東証マザ,サービス,26917,22153800,1215,0.00,25.0,75.05,504.37
6537,WASHハウス,東証マザ,サービス,21782,6828200,3190,8.00,25.0,37.51,312.23
6538,キャリアインデックス,東証マザ,サービス,14111,10390800,1358,0.00,25.0,33.92,185.84
6539,MS-Japan,東証マザ,サービス,24318,6203500,3920,35.00,25.0,126.70,846.94
6540,船場,東証二部,サービス,12398,9847500,1259,35.00,25.0,102.66,883.21
6541,グレイステクノロジー,東証マザ,サービス,26657,4370000,6100,-,25.0,59.50,186.27
6542,FCホールディングス,JQS,サービス,3718,4259200,873,20.00,25.0,82.05,1006.89
6543,日宣,JQS,サービス,4198,1943500,2160,42.00,25.0,341.69,1249.33
6544,ジャパンエレベーターサービスホールディングス,東証マザ,サービス,23035,20030000,1150,-,25.0,29.96,105.44
6545,インターネットインフィニティー,東証マザ,サービス,8690,5017600,1732,0.00,25.0,34.08,102.04
6546,フルテック,東証二部,サービス,5529,5367800,1030,25.00,25.0,80.29,997.80
6547,グリーンズ,東証二部,サービス,17458,12660000,1379,20.00,25.0,98.66,641.13
6548,旅工房,東証マザ,サービス,5872,4668000,1258,-,25.0,46.78,219.15
6549,ディーエムソリューションズ,JQS,サービス,5973,2462000,2426,-,25.0,75.77,522.88
6550,Fringe81,東証マザ,サービス,9932,2443300,4065,0.00,25.0,86.95,363.10
6551,ツナグ・ソリューションズ,東証マザ,サービス,11212,2418990,4635,0.00,25.0,57.92,460.26
6552,GameWith,東証マザ,サービス,29427,8360000,3520,0.00,25.0,63.71,233.73
6553,ソウルドアウト,東証マザ,サービス,20832,9803200,2125,6.28,25.0,55.29,94.14
6554,エスユーエス,東証マザ,サービス,7318,2146100,3410,0.00,25.0,164.98,303.81
6555,MS＆Consulting,東証マザ,サービス,5746,4560000,1260,-,25.0,84.21,553.73
6556,ウェルビー,東証マザ,サービス,23913,8850000,2702,14.00,25.0,68.81,81.52
6584,三櫻工業,東証一部,輸送用機器,35776,37112000,964,25.00,16.9,54.95,959.82
6586,マキタ,東証一部,機械,1258679,280017520,4495,-,16.8,158.40,1889.22
6588,東芝テック,東証一部,電気機器,181820,288145704,631,4.00,22.4,21.84,243.69
6590,芝浦メカトロニクス,東証一部,電気機器,20719,51926194,399,6.00,22.4,24.29,333.20
6591,西芝電機,東証二部,電気機器,7780,39095000,199,3.00,22.4,9.22,311.96
6592,マブチモーター,東証一部,電気機器,403696,69125962,5840,109.00,22.4,263.73,3419.08
6594,日本電産,東証一部,電気機器,4227657,298142234,14180,90.00,22.4,428.94,2930.55
6615,ユー・エム・シー・エレクトロニクス,東証一部,電気機器,37502,16712280,2244,25.00,22.4,128.00,1050.43
